label,text
1,What are the symptoms of Malignant hyperthermia susceptibility type 3 ?
1,What is (are) Malignant peripheral nerve sheath tumor ?
1,What are the symptoms of Malonyl-CoA decarboxylase deficiency ?
1,What are the symptoms of Mandibuloacral dysplasia ?
1,What are the symptoms of Mandibuloacral dysplasia with type A lipodystrophy ?
1,What is (are) Mandibulofacial dysostosis with microcephaly ?
1,"What are the symptoms of Mannosidosis, beta A, lysosomal ?"
1,What is (are) Mantle cell lymphoma ?
1,What are the symptoms of Maple syrup urine disease type 1A ?
1,What are the symptoms of Maple syrup urine disease type 1B ?
1,What are the symptoms of Marden Walker like syndrome ?
1,What is (are) Marden-Walker syndrome ?
1,What is (are) Marfan syndrome ?
1,What are the symptoms of Marfanoid hypermobility syndrome ?
1,What are the symptoms of Marie Unna congenital hypotrichosis ?
1,What are the symptoms of Marinesco-Sjogren syndrome ?
1,What is (are) Marshall syndrome ?
1,What is (are) Marshall-Smith syndrome ?
1,What are the symptoms of Martinez Monasterio Pinheiro syndrome ?
1,What are the symptoms of Martsolf syndrome ?
1,What is (are) Mastocytic enterocolitis ?
1,What are the symptoms of Mastocytosis cutaneous with short stature conductive hearing loss and microtia ?
1,What are the symptoms of Maternal hyperphenylalaninemia ?
1,What is (are) Maternally inherited diabetes and deafness ?
1,"What are the symptoms of Maturity-onset diabetes of the young, type 1 ?"
1,"What are the symptoms of Maturity-onset diabetes of the young, type 3 ?"
1,"What are the symptoms of Maturity-onset diabetes of the young, type 5 ?"
1,"What are the symptoms of Maturity-onset diabetes of the young, type 6 ?"
1,"What are the symptoms of Maturity-onset diabetes of the young, type 7 ?"
1,"What are the symptoms of Maturity-onset diabetes of the young, type 8 ?"
1,What is (are) McCune Albright syndrome ?
1,What are the symptoms of McDonough syndrome ?
1,What are the symptoms of McKusick Kaufman syndrome ?
1,What are the symptoms of Meckel syndrome type 2 ?
1,What are the symptoms of Meckel syndrome type 3 ?
1,What is (are) MECP2 duplication syndrome ?
1,What are the symptoms of Medium-chain 3-ketoacyl-coa thiolase deficiency ?
1,What is (are) Medium-chain acyl-coenzyme A dehydrogenase deficiency ?
1,What is (are) Medullary cystic kidney disease ?
1,What is (are) Medullary cystic kidney disease 1 ?
1,What are the symptoms of Medulloblastoma ?
1,What is (are) Meesmann corneal dystrophy ?
1,"What is (are) Megalencephaly, polymicrogyria, and hydrocephalus (MPPH) syndrome ?"
1,What are the symptoms of Megalocornea-intellectual disability syndrome ?
1,What is (are) Megalocytic interstitial nephritis ?
1,What are the symptoms of Mehes syndrome ?
1,What are the symptoms of Melanoma astrocytoma syndrome ?
1,What are the symptoms of Meleda disease ?
1,What is (are) Melioidosis ?
1,What is (are) Membranous nephropathy ?
1,What is (are) Menetrier disease ?
1,What is (are) Mnire's disease ?
1,What is (are) Meningioma ?
1,What is (are) Meningoencephalocele ?
1,What is (are) Menkes disease ?
1,What are the symptoms of Mental retardation Smith Fineman Myers type ?
1,"What are the symptoms of Mental retardation syndrome, Belgian type ?"
1,What are the symptoms of Mental retardation X-linked syndromic 11 ?
1,What are the symptoms of Mental retardation X-linked syndromic 7 ?
1,What are the symptoms of Mental retardation x-linked with cerebellar hypoplasia and distinctive facial appearance ?
1,"What are the symptoms of Mental retardation X-linked, South African type ?"
1,"What are the symptoms of Mental retardation, macrocephaly, short stature and craniofacial dysmorphism ?"
1,"What are the symptoms of Mental retardation, X-linked, nonspecific ?"
1,"What are the symptoms of Mental retardation-hypotonic facies syndrome X-linked, 1 ?"
1,What is (are) Mercury poisoning ?
1,What is (are) Merkel cell carcinoma ?
1,What are the symptoms of Merlob Grunebaum Reisner syndrome ?
1,What are the symptoms of Mesomelia-synostoses syndrome ?
1,What are the symptoms of Mesomelic dwarfism cleft palate camptodactyly ?
1,What are the symptoms of Mesomelic dwarfism of hypoplastic tibia and radius type ?
1,What are the symptoms of Mesomelic dysplasia Kantaputra type ?
1,What are the symptoms of Mesomelic dysplasia Savarirayan type ?
1,What is (are) Metachondromatosis ?
1,What is (are) Metachromatic leukodystrophy ?
1,What are the symptoms of Metachromatic leukodystrophy due to saposin B deficiency ?
1,What are the symptoms of Metaphyseal acroscyphodysplasia ?
1,What are the symptoms of Metaphyseal chondrodysplasia Spahr type ?
1,What are the symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly ?
1,What is (are) Metaplastic carcinoma of the breast ?
1,What are the symptoms of Methionine adenosyltransferase deficiency ?
1,What is (are) Methylcobalamin deficiency cbl G type ?
1,What are the symptoms of Methylmalonic acidemia with homocystinuria ?
1,"What is (are) Methylmalonic acidemia with homocystinuria, type cblC ?"
1,"What are the symptoms of Methylmalonic acidemia with homocystinuria, type cblJ ?"
1,What is (are) Mevalonic aciduria ?
1,What is (are) Michelin tire baby syndrome ?
1,What is (are) Michels syndrome ?
1,What is (are) Microcephalic osteodysplastic primordial dwarfism type 1 ?
1,What is (are) Microcephalic osteodysplastic primordial dwarfism type 2 ?
1,"What are the symptoms of Microcephalic primordial dwarfism, Montreal type ?"
1,What is (are) Microcephaly ?
1,What are the symptoms of Microcephaly brain defect spasticity hypernatremia ?
1,What are the symptoms of Microcephaly cervical spine fusion anomalies ?
1,What are the symptoms of Microcephaly deafness syndrome ?
1,What are the symptoms of Microcephaly pontocerebellar hypoplasia dyskinesia ?
1,"What are the symptoms of Microcephaly, corpus callosum dysgenesis and cleft lip-palate ?"
1,"What are the symptoms of Microcephaly, holoprosencephaly, and intrauterine growth retardation ?"
1,What are the symptoms of Microcephaly-albinism-digital anomalies syndrome ?
1,What is (are) Microcystic adnexal carcinoma ?
1,What are the symptoms of Microduplication Xp11.22-p11.23 syndrome ?
1,What is (are) Microgastria limb reduction defect ?
1,What is (are) Microhydranencephaly ?
1,What are the symptoms of Microphthalmia associated with colobomatous cyst ?
1,What are the symptoms of Microphthalmia mental deficiency ?
1,What are the symptoms of Microphthalmia microtia fetal akinesia ?
1,What are the symptoms of Microphthalmia syndromic 5 ?
1,What are the symptoms of Microphthalmia syndromic 6 ?
1,What are the symptoms of Microphthalmia syndromic 7 ?
1,What are the symptoms of Microphthalmia syndromic 8 ?
1,What are the symptoms of Microphthalmia syndromic 9 ?
1,What is (are) Microscopic polyangiitis ?
1,What are the symptoms of Microsomia hemifacial radial defects ?
1,What are the symptoms of Microtia-Anotia ?
1,What are the symptoms of Midphalangeal hair ?
1,What is (are) Mikulicz disease ?
1,What are the symptoms of Miles-Carpenter x-linked mental retardation syndrome ?
1,What is (are) Miller syndrome ?
1,What is (are) Miller-Dieker syndrome ?
1,What is (are) Milroy disease ?
1,What are the symptoms of Minicore myopathy with external ophthalmoplegia ?
1,What is (are) Mitochondrial complex II deficiency ?
1,What is (are) Mitochondrial complex IV deficiency ?
1,What is (are) Mitochondrial DNA-associated Leigh syndrome ?
1,What is (are) Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes ?
1,What is (are) Mitochondrial genetic disorders ?
1,What are the symptoms of Mitochondrial Membrane Protein-Associated Neurodegeneration ?
1,What is (are) Mitochondrial neurogastrointestinal encephalopathy syndrome ?
1,What are the symptoms of Mitochondrial trifunctional protein deficiency ?
1,"What are the symptoms of Mitral valve prolapse, familial, X-linked ?"
1,What is (are) Mixed connective tissue disease ?
1,What is (are) Moebius syndrome ?
1,What is (are) Mollaret meningitis ?
1,What is (are) Mondini dysplasia ?
1,What is (are) Mondor disease ?
1,What is (are) Monoclonal gammopathy of undetermined significance ?
1,What is (are) Monoclonal mast cell activation syndrome ?
1,What are the symptoms of Monomelic amyotrophy ?
1,What are the symptoms of MORM syndrome ?
1,What are the symptoms of Morquio syndrome B ?
1,What is (are) Mosaic trisomy 14 ?
1,What is (are) Mosaic trisomy 8 ?
1,What is (are) Mosaic trisomy 9 ?
1,What are the symptoms of Mousa Al din Al Nassar syndrome ?
1,What is (are) Mowat-Wilson syndrome ?
1,What is (are) Moyamoya disease ?
1,What is (are) MTHFR gene mutation ?
1,What is (are) Muckle-Wells syndrome ?
1,What is (are) Mucoepidermoid carcinoma ?
1,What are the symptoms of Mucolipidosis III alpha/beta ?
1,What is (are) Mucolipidosis type 4 ?
1,What is (are) Mucopolysaccharidosis type I ?
1,What is (are) Mucopolysaccharidosis type IIIB ?
1,What is (are) Mucopolysaccharidosis type IIIC ?
1,What is (are) Mucopolysaccharidosis type IIID ?
1,What are the symptoms of Mucopolysaccharidosis type IV ?
1,What is (are) Mucopolysaccharidosis type IVA ?
1,What are the symptoms of Mucopolysaccharidosis type VI ?
1,What are the symptoms of Mucopolysaccharidosis type VII ?
1,What is (are) Muir-Torre syndrome ?
1,What is (are) Mulibrey Nanism ?
1,What is (are) Multicentric Castleman Disease ?
1,What are the symptoms of Multicentric osteolysis nephropathy ?
1,What is (are) Multicentric reticulohistiocytosis ?
1,What is (are) Multifocal choroiditis ?
1,What is (are) Multifocal motor neuropathy ?
1,What is (are) Multiple endocrine neoplasia type 1 ?
1,What is (are) Multiple endocrine neoplasia type 2A ?
1,What are the symptoms of Multiple endocrine neoplasia type 2B ?
1,What is (are) Multiple epiphyseal dysplasia ?
1,What are the symptoms of Multiple epiphyseal dysplasia 1 ?
1,What are the symptoms of Multiple epiphyseal dysplasia 2 ?
1,What are the symptoms of Multiple epiphyseal dysplasia 3 ?
1,What are the symptoms of Multiple epiphyseal dysplasia 4 ?
1,What is (are) Multiple familial trichoepithelioma ?
1,What is (are) Multiple mitochondrial dysfunctions syndrome ?
1,What is (are) Multiple myeloma ?
1,What is (are) Multiple pterygium syndrome Escobar type ?
1,What is (are) Multiple pterygium syndrome lethal type ?
1,What are the symptoms of Multiple pterygium syndrome X-linked ?
1,What is (are) Multiple sclerosis ?
1,What are the symptoms of Multiple self healing squamous epithelioma ?
1,What is (are) Multiple system atrophy ?
1,What is (are) Multisystemic smooth muscle dysfunction syndrome ?
1,What is (are) Muscle eye brain disease ?
1,What are the symptoms of Muscular atrophy ataxia retinitis pigmentosa and diabetes mellitus ?
1,What is (are) Muscular dystrophy ?
1,What are the symptoms of Muscular dystrophy white matter spongiosis ?
1,"What are the symptoms of Muscular dystrophy, congenital, infantile with cataract and hypogonadism ?"
1,"What are the symptoms of Muscular dystrophy, congenital, megaconial type ?"
1,"What is (are) Muscular dystrophy, congenital, merosin-positive ?"
1,What are the symptoms of Muscular fibrosis multifocal obstructed vessels ?
1,What are the symptoms of Mutiple parosteal osteochondromatous proliferations ?
1,"What are the symptoms of Myasthenia gravis, limb-girdle ?"
1,What is (are) Mycetoma ?
1,What is (are) Mycobacterium Malmoense ?
1,What are the symptoms of Myelocerebellar disorder ?
1,"What are the symptoms of Myelocytic leukemia-like syndrome, familial, chronic ?"
1,What is (are) Myelodysplastic syndromes ?
1,What is (are) Myelodysplastic/myeloproliferative disease ?
1,What is (are) Myelofibrosis ?
1,What is (are) Myelomeningocele ?
1,What are the symptoms of Myeloperoxidase deficiency ?
1,What is (are) MYH7-related scapuloperoneal myopathy ?
1,What is (are) MYH-associated polyposis ?
1,What is (are) Myhre syndrome ?
1,What is (are) Myocarditis ?
1,What is (are) Myoclonic epilepsy with ragged red fibers ?
1,What is (are) Myoepithelial carcinoma ?
1,What is (are) Myofibrillar myopathy ?
1,What are the symptoms of Myopathy congenital ?
1,What is (are) Myotonia congenita autosomal dominant ?
1,What is (are) Myotonic dystrophy ?
1,What is (are) Myotonic dystrophy type 1 ?
1,What is (are) Myxopapillary ependymoma ?
1,What are the symptoms of N syndrome ?
1,What is (are) Nablus mask-like facial syndrome ?
1,What is (are) N-acetylglutamate synthetase deficiency ?
1,What are the symptoms of NADH cytochrome B5 reductase deficiency ?
1,What is (are) Naegeli syndrome ?
1,"What are the symptoms of Nail dysplasia, isolated congenital ?"
1,What is (are) Nail-patella syndrome ?
1,What is (are) Nance-Horan syndrome ?
1,What is (are) Narcolepsy ?
1,What are the symptoms of Nasodigitoacoustic syndrome ?
1,What are the symptoms of Nasopharyngeal carcinoma ?
1,"What are the symptoms of Natal teeth, intestinal pseudoobstruction and patent ductus ?"
1,What is (are) Necrotizing fasciitis ?
1,What are the symptoms of Negative rheumatoid factor polyarthritis ?
1,What are the symptoms of Nelson syndrome ?
1,What is (are) Nemaline myopathy ?
1,What are the symptoms of Neonatal adrenoleukodystrophy ?
1,What is (are) Neonatal hemochromatosis ?
1,What is (are) Neonatal intrahepatic cholestasis caused by citrin deficiency ?
1,What is (are) Neonatal progeroid syndrome ?
1,What is (are) Nephrocalcinosis ?
1,What is (are) Nephrogenic diabetes insipidus ?
1,What is (are) Nephropathic cystinosis ?
1,"What are the symptoms of Nephropathy, deafness, and hyperparathyroidism ?"
1,What are the symptoms of Nephrosis deafness urinary tract digital malformation ?
1,What are the symptoms of Nephrotic syndrome ocular anomalies ?
1,"What are the symptoms of Nephrotic syndrome, idiopathic, steroid-resistant ?"
1,What are the symptoms of Nestor-guillermo progeria syndrome ?
1,What are the symptoms of Neuhauser Daly Magnelli syndrome ?
1,What are the symptoms of Neuhauser Eichner Opitz syndrome ?
1,What is (are) Neuroacanthocytosis ?
1,What is (are) Neuroblastoma ?
1,What is (are) Neurocutaneous melanosis ?
1,What are the symptoms of Neurofaciodigitorenal syndrome ?
1,What is (are) Neuroferritinopathy ?
1,What is (are) Neurofibroma ?
1,What is (are) Neurofibromatosis ?
1,What is (are) Neurofibromatosis type 1 ?
1,What are the symptoms of Neurofibromatosis-Noonan syndrome ?
1,What is (are) Neurogenic diabetes insipidus ?
1,What is (are) Neuroleptic malignant syndrome ?
1,What is (are) Neuronal ceroid lipofuscinosis ?
1,What is (are) Neuronal ceroid lipofuscinosis 10 ?
1,What is (are) Neuronal ceroid lipofuscinosis 5 ?
1,What is (are) Neuronal ceroid lipofuscinosis 7 ?
1,What is (are) Neuronal ceroid lipofuscinosis 9 ?
1,What is (are) Neuropathy ataxia retinitis pigmentosa syndrome ?
1,"What are the symptoms of Neuropathy, congenital, with arthrogryposis multiplex ?"
1,"What are the symptoms of Neuropathy, distal hereditary motor, Jerash type ?"
1,"What are the symptoms of Neuropathy, hereditary motor and sensory, Okinawa type ?"
1,What is (are) Neutral lipid storage disease with myopathy ?
1,What are the symptoms of Neutropenia chronic familial ?
1,What are the symptoms of Neutropenia lethal congenital with eosinophilia ?
1,What are the symptoms of Neutrophil-specific granule deficiency ?
1,"What are the symptoms of Nevi flammei, familial multiple ?"
1,What is (are) Nevoid basal cell carcinoma syndrome ?
1,What is (are) Nicolaides-Baraitser syndrome ?
1,What is (are) Niemann-Pick disease type A ?
1,What are the symptoms of Nievergelt syndrome ?
1,What are the symptoms of Nijmegen breakage syndrome ?
1,What is (are) Nocardiosis ?
1,What is (are) Nodular nonsuppurative panniculitis ?
1,What are the symptoms of Nodular regenerative hyperplasia ?
1,What is (are) Non 24 hour sleep wake disorder ?
1,What is (are) Non-A-E hepatitis ?
1,What is (are) Nonalcoholic steatohepatitis ?
1,What is (are) Nonbullous congenital ichthyosiform erythroderma ?
1,What is (are) Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency ?
1,What is (are) Non-involuting congenital hemangioma ?
1,What is (are) Nonseminomatous germ cell tumor ?
1,What is (are) Nonspherocytic hemolytic anemia due to hexokinase deficiency ?
1,What is (are) Noonan syndrome ?
1,What is (are) Noonan syndrome 1 ?
1,What is (are) Noonan syndrome 2 ?
1,What is (are) Noonan syndrome 3 ?
1,What is (are) Noonan syndrome 4 ?
1,What is (are) Noonan syndrome 6 ?
1,What is (are) Noonan-like syndrome with loose anagen hair ?
1,What are the symptoms of Normophosphatemic familial tumoral calcinosis ?
1,What is (are) Norrie disease ?
1,What is (are) Northern epilepsy ?
1,What is (are) Norum disease ?
1,What is (are) Notalgia paresthetica ?
1,What is (are) Nuclear Gene-Encoded Leigh Syndrome ?
1,"What are the symptoms of Nystagmus 1, congenital, X- linked ?"
1,"What are the symptoms of Nystagmus 3, congenital, autosomal dominant ?"
1,"What are the symptoms of Nystagmus, congenital motor, autosomal recessive ?"
1,What is (are) Occipital horn syndrome ?
1,What is (are) Ocular cicatricial pemphigoid ?
1,What are the symptoms of Oculo skeletal renal syndrome ?
1,What are the symptoms of Oculo-cerebral dysplasia ?
1,What is (are) Oculocutaneous albinism ?
1,What are the symptoms of Oculocutaneous albinism type 1B ?
1,What is (are) Oculocutaneous albinism type 2 ?
1,What are the symptoms of Oculocutaneous albinism type 3 ?
1,What is (are) Oculodentodigital dysplasia ?
1,What are the symptoms of Oculodentoosseous dysplasia recessive ?
1,What are the symptoms of Oculoectodermal syndrome ?
1,What is (are) Oculofaciocardiodental syndrome ?
1,What are the symptoms of Oculomaxillofacial dysostosis ?
1,What is (are) Oculopharyngeal muscular dystrophy ?
1,What are the symptoms of Odonto onycho dysplasia with alopecia ?
1,What are the symptoms of Odontoma dysphagia syndrome ?
1,What are the symptoms of Odontomicronychial dysplasia ?
1,What are the symptoms of Okamoto syndrome ?
1,What is (are) Oligoastrocytoma ?
1,What is (are) Olivopontocerebellar atrophy ?
1,What are the symptoms of Olivopontocerebellar atrophy deafness ?
1,What is (are) Ollier disease ?
1,What is (are) Olmsted syndrome ?
1,What is (are) Omenn syndrome ?
1,What are the symptoms of Omodysplasia 2 ?
1,What are the symptoms of Omphalocele cleft palate syndrome lethal ?
1,What are the symptoms of Onychodystrophy-anonychia ?
1,What are the symptoms of Onychotrichodysplasia and neutropenia ?
1,What is (are) Opitz G/BBB syndrome ?
1,What is (are) Opsismodysplasia ?
1,What is (are) Optic atrophy 1 ?
1,What are the symptoms of Optic atrophy 1 and deafness ?
1,What are the symptoms of Optic atrophy 2 ?
1,What are the symptoms of Optic atrophy 5 ?
1,What are the symptoms of Optic atrophy 6 ?
1,What are the symptoms of Optic atrophy polyneuropathy deafness ?
1,What is (are) Optic neuritis ?
1,What is (are) Oral leukoplakia ?
1,What is (are) Oral lichen planus ?
1,What are the symptoms of Oral submucous fibrosis ?
1,What is (are) Ornithine transcarbamylase deficiency ?
1,What are the symptoms of Ornithine translocase deficiency syndrome ?
1,What is (are) Orofaciodigital syndrome 1 ?
1,What are the symptoms of Orofaciodigital syndrome 11 ?
1,What is (are) Orofaciodigital syndrome 2 ?
1,What are the symptoms of Orofaciodigital syndrome 3 ?
1,What are the symptoms of Orofaciodigital syndrome 5 ?
1,What are the symptoms of Orofaciodigital syndrome 8 ?
1,"What are the symptoms of Ossicular Malformations, familial ?"
1,What are the symptoms of Osteoarthropathy of fingers familial ?
1,What is (are) Osteochondritis dissecans ?
1,What are the symptoms of Osteodysplasia familial Anderson type ?
1,What are the symptoms of Osteodysplasty precocious of Danks Mayne and Kozlowski ?
1,What is (are) Osteogenesis imperfecta ?
1,What are the symptoms of Osteogenesis imperfecta Levin type ?
1,What is (are) Osteogenesis imperfecta type I ?
1,What are the symptoms of Osteogenesis imperfecta type II ?
1,What is (are) Osteogenesis imperfecta type III ?
1,What are the symptoms of Osteogenesis imperfecta type V ?
1,What is (are) Osteogenesis imperfecta type VI ?
1,What are the symptoms of Osteogenesis imperfecta type VII ?
1,What are the symptoms of Osteoglophonic dysplasia ?
1,What is (are) Osteomesopyknosis ?
1,What is (are) Osteopathia striata cranial sclerosis ?
1,What are the symptoms of Osteopenia and sparse hair ?
1,What is (are) Osteopetrosis autosomal dominant type 1 ?
1,What is (are) Osteopetrosis autosomal dominant type 2 ?
1,What is (are) Osteopetrosis autosomal recessive 2 ?
1,What is (are) Osteopetrosis autosomal recessive 3 ?
1,What is (are) Osteopetrosis autosomal recessive 4 ?
1,What is (are) Osteopetrosis autosomal recessive 5 ?
1,What is (are) Osteopetrosis autosomal recessive 7 ?
1,What are the symptoms of Osteopoikilosis and dacryocystitis ?
1,What are the symptoms of Osteoporosis oculocutaneous hypopigmentation syndrome ?
1,What are the symptoms of Osteoporosis-pseudoglioma syndrome ?
1,What are the symptoms of Osteosclerosis with ichthyosis and premature ovarian failure ?
1,What are the symptoms of Otodental dysplasia ?
1,What are the symptoms of Otofaciocervical syndrome ?
1,What are the symptoms of Oto-palato-digital syndrome type 1 ?
1,What is (are) Ovarian carcinosarcoma ?
1,What is (are) Ovarian sex cord tumor with annular tubules ?
1,What is (are) Ovarian small cell carcinoma ?
1,What is (are) Pachydermoperiostosis ?
1,What is (are) Pachygyria ?
1,What are the symptoms of Pachygyria with mental retardation and seizures ?
1,"What are the symptoms of Pachygyria, frontotemporal ?"
1,What is (are) Pachyonychia congenita ?
1,What is (are) Paget disease of bone ?
1,"What are the symptoms of Paget disease of bone, familial ?"
1,What are the symptoms of PAGOD syndrome ?
1,What are the symptoms of Paine syndrome ?
1,What are the symptoms of Palant cleft palate syndrome ?
1,What are the symptoms of Pallister W syndrome ?
1,What is (are) Pallister-Killian mosaic syndrome ?
1,What are the symptoms of Palmer Pagon syndrome ?
1,What is (are) Palmoplantar keratoderma ?
1,"What are the symptoms of Palmoplantar keratoderma, epidermolytic ?"
1,"What are the symptoms of Pancreatic cancer, childhood ?"
1,What are the symptoms of Panhypopituitarism X-linked ?
1,What is (are) Pantothenate kinase-associated neurodegeneration ?
1,What is (are) Papillary renal cell carcinoma ?
1,What are the symptoms of Papillary thyroid carcinoma ?
1,What are the symptoms of Papillon Lefevre syndrome ?
1,What are the symptoms of Paragangliomas 1 ?
1,What are the symptoms of Paragangliomas 4 ?
1,"What are the symptoms of Paralysis agitans, juvenile, of Hunt ?"
1,What is (are) Paramyotonia congenita ?
1,What is (are) Paraneoplastic cerebellar degeneration ?
1,What is (are) Parapsoriasis ?
1,What are the symptoms of Paris-Trousseau thrombocytopenia ?
1,What is (are) Parkes Weber syndrome ?
1,What is (are) Parkinson disease ?
1,What are the symptoms of Parkinson disease type 9 ?
1,What are the symptoms of Paroxysmal cold hemoglobinuria ?
1,What is (are) Paroxysmal extreme pain disorder ?
1,What is (are) Paroxysmal nocturnal hemoglobinuria ?
1,What are the symptoms of Paroxysmal ventricular fibrillation ?
1,What is (are) Pars planitis ?
1,What is (are) Parsonage Turner syndrome ?
1,What are the symptoms of Partial agenesis of corpus callosum ?
1,What are the symptoms of Partial atrioventricular canal ?
1,What is (are) Partington syndrome ?
1,What are the symptoms of Passos-Bueno syndrome ?
1,What are the symptoms of Patent ductus venosus ?
1,What are the symptoms of Patterned dystrophy of retinal pigment epithelium ?
1,What are the symptoms of Patterson pseudoleprechaunism syndrome ?
1,What is (are) Patulous Eustachian Tube ?
1,What are the symptoms of PCDH19-related female-limited epilepsy ?
1,What is (are) Pearson syndrome ?
1,What is (are) Pectus carinatum ?
1,What is (are) Pediatric Crohn's disease ?
1,What are the symptoms of Pediatric ulcerative colitis ?
1,What are the symptoms of PEHO syndrome ?
1,What is (are) Pelizaeus-Merzbacher disease ?
1,What are the symptoms of Pelizaeus-Merzbacher-like disease ?
1,What are the symptoms of Pellagra like syndrome ?
1,What are the symptoms of Pelvic dysplasia arthrogryposis of lower limbs ?
1,What is (are) Pemphigus vulgaris ?
1,What is (are) Pendred syndrome ?
1,What are the symptoms of Penoscrotal transposition ?
1,What are the symptoms of Penttinen-Aula syndrome ?
1,What are the symptoms of Peptidic growth factors deficiency ?
1,"What is (are) Periodic fever, aphthous stomatitis, pharyngitis and adenitis ?"
1,What is (are) Periventricular heterotopia ?
1,What is (are) Permanent neonatal diabetes mellitus ?
1,What is (are) Perniosis ?
1,What are the symptoms of Perry syndrome ?
1,What are the symptoms of Persistence of mullerian derivatives with lymphangiectasia and postaxial polydactyly ?
1,What is (are) Persistent genital arousal disorder ?
1,What is (are) Peters plus syndrome ?
1,What is (are) Peutz-Jeghers syndrome ?
1,What is (are) Peyronie disease ?
1,What are the symptoms of Pfeiffer Mayer syndrome ?
1,What is (are) Phacomatosis pigmentovascularis ?
1,What is (are) Phaeohyphomycosis ?
1,What are the symptoms of PHAVER syndrome ?
1,"What are the symptoms of Pheochromocytoma, childhood ?"
1,What are the symptoms of Pheochromocytoma-islet cell tumor syndrome ?
1,What are the symptoms of Phosphoglycerate kinase deficiency ?
1,What are the symptoms of Phosphoglycerate mutase deficiency ?
1,What is (are) Pierson syndrome ?
1,What is (are) Pigment-dispersion syndrome ?
1,What is (are) Pigmented purpuric eruption ?
1,What is (are) Pigmented villonodular synovitis ?
1,What is (are) Pili annulati ?
1,What is (are) Pili torti ?
1,What are the symptoms of Pili torti developmental delay neurological abnormalities ?
1,What are the symptoms of Pili torti onychodysplasia ?
1,What are the symptoms of Pillay syndrome ?
1,What is (are) Pilocytic astrocytoma ?
1,What are the symptoms of Pilodental dysplasia with refractive errors ?
1,What is (are) Pilomatrixoma ?
1,What is (are) Pineal cyst ?
1,What is (are) Pineocytoma ?
1,What are the symptoms of Pinheiro Freire-Maia Miranda syndrome ?
1,What are the symptoms of Pitt-Hopkins-like syndrome ?
1,"What are the symptoms of Pituitary hormone deficiency, combined 2 ?"
1,"What are the symptoms of Pituitary hormone deficiency, combined 3 ?"
1,"What are the symptoms of Pituitary hormone deficiency, combined 4 ?"
1,What is (are) Pityriasis lichenoides ?
1,What is (are) Pityriasis lichenoides chronica ?
1,What is (are) Pityriasis lichenoides et varioliformis acuta ?
1,What is (are) Pityriasis rubra pilaris ?
1,What is (are) Plasma cell leukemia ?
1,What is (are) Plasmablastic lymphoma ?
1,What is (are) Plasminogen activator inhibitor type 1 deficiency ?
1,What is (are) Platelet storage pool deficiency ?
1,What are the symptoms of Platyspondylic lethal skeletal dysplasia Torrance type ?
1,What are the symptoms of Poikiloderma with neutropenia ?
1,What is (are) Poland syndrome ?
1,What is (are) Polyarteritis nodosa ?
1,What is (are) Polycystic kidney disease ?
1,What are the symptoms of Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy ?
1,What is (are) Polycystic liver disease ?
1,What is (are) Polycystic ovarian syndrome ?
1,What is (are) Polycythemia vera ?
1,What is (are) Polydactyly ?
1,What is (are) Polyembryoma ?
1,"What is (are) Polyglucosan body disease, adult ?"
1,"What is (are) Polyhydramnios, megalencephaly, and symptomatic epilepsy syndrome ?"
1,What is (are) Polymicrogyria ?
1,What is (are) Polymyositis ?
1,What are the symptoms of Polyneuropathy mental retardation acromicria premature menopause ?
1,What is (are) Pontocerebellar hypoplasia type 1 ?
1,What is (are) Pontocerebellar hypoplasia type 2 ?
1,What are the symptoms of Pontocerebellar hypoplasia type 3 ?
1,What are the symptoms of Pontocerebellar hypoplasia type 5 ?
1,What are the symptoms of Pontocerebellar hypoplasia type 6 ?
1,What is (are) Popliteal pterygium syndrome ?
1,What are the symptoms of Popliteal pterygium syndrome lethal type ?
1,What is (are) Porencephaly ?
1,What are the symptoms of Porencephaly cerebellar hypoplasia internal malformations ?
1,What is (are) Porokeratosis of Mibelli ?
1,"What are the symptoms of Porokeratosis, disseminated superficial actinic 1 ?"
1,"What are the symptoms of Porokeratosis, disseminated superficial actinic 2 ?"
1,What is (are) Porphyria cutanea tarda ?
1,What is (are) Portal hypertension ?
1,What is (are) Postural orthostatic tachycardia syndrome ?
1,What is (are) Potassium aggravated myotonia ?
1,What are the symptoms of Potato nose ?
1,What is (are) Potocki-Lupski syndrome ?
1,What is (are) Potocki-Shaffer syndrome ?
1,What are the symptoms of PPM-X syndrome ?
1,"What is (are) Prader-Willi habitus, osteopenia, and camptodactyly ?"
1,What is (are) Prader-Willi syndrome ?
1,What is (are) Preauricular sinus ?
1,"What are the symptoms of Preaxial deficiency, postaxial polydactyly and hypospadias ?"
1,What are the symptoms of Preaxial polydactyly type 1 ?
1,What are the symptoms of Preaxial polydactyly type 2 ?
1,What are the symptoms of Preaxial polydactyly type 4 ?
1,What is (are) Precocious puberty ?
1,"What are the symptoms of Prekallikrein deficiency, congenital ?"
1,What are the symptoms of Premature aging Okamoto type ?
1,"What are the symptoms of Premature ovarian failure, familial ?"
1,"What are the symptoms of Presenile dementia, Kraepelin type ?"
1,What is (are) Pretibial epidermolysis bullosa ?
